Country,Countryrank,Hospital,Score,City,Year
France,36,Centre Hospitalier Universitaire -Dijon-Bourgogne,80.1,Dijon,2020
France,37,Hôpital Saint-Louis,80,Paris,2020
France,38,Hopital Prive Jean Mermoz,80,Lyon,2020
France,39,Centre Hospitalier Universitaire de Nîmes,80,Nimes,2020
France,40,Clinique Rhena Association,79.6,Strasbourg,2020
France,41,Hôpital Bicêtre,79.5,Le Kremlin Bicetre,2020
France,42,Hôpital Nord - Marseille,79.4,Marseille,2020
France,43,Hôpital Jean Minjoz,79.1,Besancon,2020
France,44,Centre Hospitalier Universitaire - Amiens-Picardie,77.1,Amiens,2020
France,45,Centre Hospitalier Universitaire - Poitiers,78.9,Poitiers,2020
France,46,Clinique Mutualiste Jules-Vernes,78.5,Nantes,2020
France,47,Nouvel Hôpital Civil,78.4,Strasbourg,2020
France,48,Centre Hospitalier Universitaire - Angers,78.3,Angers,2020
France,49,Clinique de l'Union,78.3,St. Jean,2020
France,50,Hôpital Lariboisière,78.3,Paris,2020
France,51,Hopital Americain,78.3,Neuilly Sur Seine,2020
France,52,Hôpital Bellevue,78.2,St Etienne,2020
France,53,Centre Hospitalier de Valenciennes,78,Valenciennes,2020
France,54,Hopital Prive La Louviere,77.9,Lille,2020
France,55,Polyclinique de Gentilly,77.9,Nancy,2020
France,56,Pôle santé Oréliance,77.9,Saran,2020
France,57,Hopital Lapeyronie,77.7,Montpellier,2020
France,58,Hôpital Antoine Béclère,77.5,Clamart,2020
France,59,Hôpital Louis Pasteur,77.5,Colmar,2020
France,60,Institut Mutualiste Montsouris,77.5,Paris,2020
France,61,Infirmerie Protestante de Lyon,77.4,Caluire Et Cuire,2020
France,62,Hôpital de la Croix-Rousse,77.2,Lyon,2020
France,63,Centre Hospitalier Universitaire de Rouen,77.2,Rouen,2020
France,64,Polyclinique du Bois,77.2,Lille,2020
France,65,Hôpital Morvan,77.1,Brest,2020
France,66,Clinique La Croix du Sud,77.1,Quint-Fonsegrives,2020
France,67,Centre Hospitalier - Universitaire de Caen,77,Caen,2020
France,68,Hôpital Albert Schweitzer,77,Colmar,2020
France,69,Hôpital Belle-Isle,76.9,Metz,2020
France,70,Hôpital Foch,76.9,Suresnes,2020
France,71,Centre Hospitalier Intercommunal,76.5,Creteil,2020
France,72,Hôpital Saint-Joseph,76.5,Marseille,2020
France,73,Clinique Belharra,76.4,Bayonne,2020
France,74,Clinique des Cèdres,76.4,Cornebarrieu,2020
France,75,Hopital Prive de La Loire,76.2,St. Etienne,2020
France,76,Clinique Rive-Gauche,76.1,Toulouse,2020
France,77,Hôpital Robert Schuman,76,Vantoux,2020
France,78,Médipôle de Savoie,75.9,Challes Les Eaux,2020
France,79,Clinique Belledonne,75.8,Saint-Martin-d'Hères,2020
France,80,Hopital de La Croix Saint Simon,75.7,Paris,2020
France,81,Hôpital Bichat - Claude-Bernard,75.7,Paris,2020
France,82,Pôle Santé Léonard-de-Vinci,75.6,Chambray Les Tours,2020
France,83,Hôpital Privé Clairval,75.5,Marseille,2020
France,84,Hôpital Privé des Côtes-d'Armor,75.5,Plerin,2020
France,85,CHU Gabriel-Montpied,75.5,Clermont Ferrand,2020
France,86,Centre Hospitalier Universitaire - Limoges Dupuytren,75.1,Limoges,2020
France,87,Centre Hospitalier - Annecy Genevois,74.8,Annecy,2020
France,88,Médipôle Lyon,74.6,Villeurbanne,2020
France,89,Hôpital Renée Sabran,74.6,Hyeres,2020
France,90,Polyclinique Médipôle Saint-Roch,74.4,Cabestany,2020
France,91,CHU Grenoble - Site Sud,74.3,Echirolles,2020
France,92,Hôpital Privé d'Antony,73.8,Antony,2020
France,93,Clinique Saint-Pièrre,73.7,Perpignan,2020
France,94,Hôpital Privé Bois Bernard,73.5,Bois Bernard,2020
France,95,Polyclinique de Poitiers,73.5,Poitiers,2020
France,96,Nouvelle Clinique Bel-Air,73.2,Bordeaux,2020
France,97,Hôpital Saint Louis,73.1,La Rochelle,2020
France,98,Hôpital Maison Blanche,73,Reims (Marne),2020
France,99,Hôpital Emile Muller,72.9,Mulhouse,2020
France,100,Polyclinique de Keraudren,72.8,Brest,2020
France,101,Clinique Esquirol-Saint-Hilaire,72.3,Agen,2020
France,102,Hopital de Mercy,72.2,Ars Laquenexy,2020
France,103,Clinique du Pré,72.1,Le Mans,2020
France,104,Clinique de la Sauvegarde,72.1,Lyon,2020
France,105,Polyclinique de Courlancy,71.9,Reims,2020
France,106,Clinique Saint Vincent,71.9,Besançon,2020
Germany,1,Charité - Universitätsmedizin Berlin,93.1,Berlin,2020
Germany,2,Universitätsklinikum Heidelberg,90.7,Heidelberg,2020
Germany,3,Universitätsklinikum Hamburg-Eppendorf,90,Hamburg,2020
Germany,4,Klinikum der Universität München,87.4,Munich,2020
Germany,5,Medizinische Hochschule Hannover,87.2,Hanover,2020
Germany,6,Klinikum rechts der Isar der Technischen Universität München,86.8,Munich,2020
Germany,7,Universitätsklinikum Köln,85.9,Cologne,2020
Germany,8,Universitätsklinikum Freiburg,84.9,Freiburg,2020
Germany,9,Universitätsklinikum Regensburg,84.7,Regensburg,2020
Germany,10,Universitätsklinikum Carl Gustav Carus Dresden,84.4,Dresden,2020
Germany,11,Universitätsklinikum Erlangen,84.4,Erlangen,2020
Germany,12,Universitätsklinikum Würzburg,83.2,Würzburg,2020
Germany,13,Universitätsmedizin Göttingen,83.1,Göttingen,2020
Germany,14,Universitätsklinikum Ulm,83,Ulm,2020
Germany,15,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,82.6,Mainz,2020
Germany,16,Universitätsklinikum Bonn,82.3,Bonn,2020
Germany,17,Universitätsklinikum Tübingen,82.2,Tübingen,2020
Germany,18,Universitätsklinikum Essen,82,Essen,2020
Germany,19,Universitätsklinikum RWTH Aachen,81.9,Aachen,2020
Germany,20,Schön Klinik Hamburg Eilbek,81.9,Hamburg,2020
Germany,21,Universitätsklinikum Leipzig,81.8,Leipzig,2020
Germany,22,Universitätsklinikum Frankfurt,81.6,Frankfurt am Main,2020
Germany,23,Universitätsklinikum Schleswig-Holstein - Campus Kiel,81.5,Kiel,2020
Germany,24,Universitätsklinikum des Saarlandes,81.5,Homburg,2020
Germany,25,Universitätsklinikum Düsseldorf,81.3,Düsseldorf,2020
Germany,26,Universitätsklinikum Jena,81,Jena,2020
Germany,27,Klinikum Nürnberg Nord,81,Nuremberg,2020
Germany,28,Universitätsklinikum Münster,80.9,Münster,2020
Germany,29,Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil,80.5,Bochum,2020
Germany,30,BG Klinikum Bergmannstrost Halle,80.4,Halle (Saale),2020
Germany,31,Asklepios Klinik St. Georg,80,Hamburg,2020
Germany,32,Asklepios Klinik Barmbek,80,Hamburg,2020
Germany,33,Universitätsklinikum Schleswig-Holstein - Campus Lübeck,79.7,Lübeck,2020
Germany,34,BG-Unfallklinik - Unfallkrankenhaus Berlin,79.6,Berlin,2020
Germany,35,BundeswehrZentralkrankenhaus Koblenz,79.5,Koblenz,2020
Germany,36,Universitätsmedizin Greifswald,79.5,Greifswald,2020
Germany,37,Universitätsklinikum Gießen und Marburg - Standort Marburg,79.5,Marburg,2020
Germany,38,Bundeswehrkrankenhaus Ulm,79.4,Ulm,2020
Germany,39,Kliniken der Stadt Köln - Krankenhaus Merheim,79.3,Cologne,2020
Germany,40,St. Hedwig-Krankenhaus Berlin,79.2,Berlin,2020
Germany,41,Robert-Bosch-Krankenhaus,79.1,Stuttgart,2020
Germany,42,Städtisches Klinikum Karlsruhe,78.8,Karlsruhe,2020
Germany,43,Klinikum Nürnberg Süd,78.7,Nuremberg,2020
Germany,44,Klinikum Karlsburg,78.7,Karlsburg,2020
Germany,45,München Klinik Bogenhausen,78.6,Munich,2020
Germany,46,Krankenhaus der Barmherzigen Brüder Trier,78.6,Trier,2020
Germany,47,Universitätsklinikum Magdeburg,78.5,Magdeburg,2020
Germany,48,Helios Park-Klinikum Leipzig,78.3,Leipzig,2020
Germany,49,Brüderhaus Koblenz,78.3,Koblenz,2020
Germany,50,Universitätsklinikum Halle (Saale),78.3,Halle (Saale),2020
Germany,51,Universitätsklinikum Mannheim,78.3,Mannheim,2020
Germany,52,Schön Klinik Neustadt,78.3,Neustadt in Holstein,2020
Germany,53,St. Franziskus-Hospital Münster,78.1,Münster,2020
Germany,54,Marienhospital Stuttgart,78.1,Stuttgart,2020
Germany,55,Universitätsklinikum Knappschaftskrankenhaus Bochum,78,Bochum,2020
Germany,56,Albertinen-Krankenhaus,78,Hamburg,2020
Germany,57,Agaplesion Markus Krankenhaus,77.9,Frankfurt am Main,2020
Germany,58,Bundeswehrkrankenhaus Berlin,77.9,Berlin,2020
Germany,59,Klinikum Dortmund Nord,77.9,Dortmund,2020
Germany,60,Universitätsklinikum Gießen und Marburg - Standort Gießen,77.8,Gießen,2020
Germany,61,Krankenhaus Martha-Maria Halle-Dölau,77.6,Halle (Saale),2020
Germany,62,Waldkliniken Eisenberg,77.6,Eisenberg,2020
Germany,63,St. Josef-Hospital Bochum,77.6,Bochum,2020
Germany,64,Städtisches Klinikum Braunschweig gGmbH,77.5,Braunschweig,2020
Germany,65,HELIOS Klinikum Erfurt,77.5,Erfurt,2020
Germany,66,Asklepios Klinik Altona,77.5,Hamburg,2020
Germany,67,Städtisches Klinikum Dresden - Standort Friedrichstadt,77.3,Dresden,2020
Germany,68,Klinikum Stuttgart - Katharinenhospital,77.3,Stuttgart,2020
Germany,69,Klinikum der Universität Augsburg,77.2,Augsburg,2020
Germany,70,Zentralklinik Bad Berka,77.2,Bad Berka,2020
Germany,71,Universitätsmedizin Rostock,77.1,Rostock,2020
Germany,72,Gemeinschaftskrankenhaus Havelhöhe,76.9,Berlin,2020
Germany,73,Evangelisches Klinikum Bethel  - Standort Johannesstift,76.9,Bielefeld,2020
Germany,74,Kliniken Essen-Mitte - Standort Essen-Huttrop,76.9,Essen,2020
Germany,75,Klinikum der Stadt Ludwigshafen am Rhein,76.9,Ludwigshafen,2020
Germany,76,Krankenhaus Nordwest,76.8,Frankfurt am Main,2020
Germany,77,DRK Kliniken Berlin Köpenick,76.8,Berlin,2020
Germany,78,Alfried Krupp Krankenhaus Rüttenscheid,76.6,Essen,2020
Germany,79,Isar Klinikum,76.5,Munich,2020
Germany,80,Klinikum Esslingen,76.1,Esslingen am Neckar,2020
Germany,81,Krankenhaus der barmherzigen Brüder Regensburg,76,Regensburg,2020
Germany,82,Evangelisches Krankenhaus Königin Elisabeth Herzberge,75.9,Berlin,2020
Germany,83,Katholisches Marienkrankenhaus Hamburg,75.9,Hamburg,2020
Germany,84,Vivantes Humboldt-Klinikum,75.8,Berlin,2020
Germany,85,Israelitisches Krankenhaus Hamburg,75.7,Hamburg,2020
Germany,86,Krankenhaus Hedwigshöhe Berin,75.6,Berlin,2020
Germany,87,Klinikum Ingolstadt,75.1,Ingolstadt,2020
Germany,88,Gemeinschaftskrankenhaus Bonn - Haus St. Petrus,75.1,Bonn,2020
Germany,89,SRH Wald-Klinikum Gera,75,Gera,2020
Germany,90,St. Johannes-Hospital Dortmund,74.9,Dortmund,2020
Germany,91,St. Elisabeth-Krankenhaus Leipzig,74.8,Leipzig,2020
Germany,92,Bürgerhospital Frankfurt,74.7,Frankfurt am Main,2020
Germany,93,Diakovere Friederikenstift,74.5,Hanover,2020
Germany,94,Klinikum St. Elisabeth Straubing,74.5,Straubing,2020
Germany,95,Diakonissenkrankenhaus Dresden,74.4,Dresden,2020
Germany,96,Herzogin Elisabeth Hospital,74.4,Braunschweig,2020
Germany,97,Helios Klinikum Berlin-Buch,74.4,Berlin,2020
Germany,98,Klinikum Fulda,74.3,Fulda,2020
Germany,99,DRK Kliniken Berlin Westend,74.2,Berlin,2020
Germany,100,Sana Klinikum Offenbach,74.2,Offenbach,2020
Germany,101,Städtisches Klinikum Dresden - Standort Neustadt,73.9,Dresden,2020
Germany,102,Fabricius-Klinik Remscheid,73.9,Remscheid,2020
Germany,103,Krankenhaus der Augustinerinnen,73.8,Cologne,2020
Germany,104,St. Elisabeth-Krankenhaus Köln,73.8,Cologne,2020
Germany,105,Klinikum Würzburg Mitte - Juliusspital,73.7,Würzburg,2020
Germany,106,Klinikum St. Georg Leipzig,73.7,Leipzig,2020
Germany,107,St. Vincenz und Elisabeth Hospital Maiz,73.7,Mainz,2020
Germany,108,Diakonissenkrankenhaus Flensburg,73.7,Flensburg,2020
Germany,109,Krankenhaus St. Joseph-Stift Dresden,73.6,Dresden,2020
Germany,110,Diakonie-Klinikum Stuttgart,73.5,Stuttgart,2020
Germany,111,München Klinik Neuperlach,73.4,Munich,2020
Germany,112,Kreisklinikum Siegen,73.4,Siegen,2020
Germany,113,Klinikum Ludwigsburg,73.3,Ludwigsburg,2020
Germany,114,Krankenhaus St. Franziskus,73.3,Mönchengladbach,2020
Germany,115,Ludgerus-Kliniken Münster - Clemenshospital,73.3,Münster,2020
Germany,116,Klinikum Kassel,73.2,Kassel,2020
Germany,117,Klinikum St. Marien,73.2,Amberg,2020
Germany,118,Klinikum Leverkusen,73.1,Leverkusen,2020
Germany,119,HELIOS Dr. Horst-Schmidt-Kliniken Wiesbaden,73.1,Wiesbaden,2020
Germany,120,Schwarzwald-Baar Klinikum Villingen-Schwenningen,73.1,Villingen-Schwenningen,2020
Germany,121,Johanniter Krankenhaus Bonn,73,Bonn,2020
Germany,122,Klinikum Darmstadt,73,Darmstadt,2020
Germany,123,Agaplesion Diakonieklinikum Hamburg,72.9,Hamburg,2020
Germany,124,Krankenhaus Bad Cannstatt,72.9,Stuttgart,2020
Germany,125,Klinikum Ernst von Bergmann,72.8,Potsdam,2020
Germany,126,Benedictus Krankenhaus,72.8,Tutzing,2020
Germany,127,St.-Antonius-Hospital,72.8,Eschweiler,2020
Germany,128,Caritas-Krankenhaus St. Josef,72.8,Regensburg,2020
Germany,129,St. Josefs-Hospital,72.6,Wiesbaden,2020
Germany,130,Helios Kliniken Schwerin,72.5,Schwerin,2020
Germany,131,Kliniken Erlabrunn,72.4,Breitenbrunn,2020
Germany,132,Klinikum Südstadt Rostock,72.3,Rostock,2020
Germany,133,Sana Klinikum Lichtenberg,72.2,Berlin,2020
Germany,134,Agaplesion Diakonieklinikum Rotenburg,72.1,Rotenburg (Wümme),2020
Germany,135,Klinikum Dritter Orden - München-Nymphenburg,71.9,Munich,2020
Germany,136,HELIOS Klinikum Krefeld,71.8,Krefeld,2020
Germany,137,Klinikum Links der Weser,71.6,Bremen,2020
Germany,138,St. Vinzenz-Hospital,71.6,Cologne,2020
Germany,139,Klinikum am Steinenberg,71.5,Reutlingen,2020
Germany,140,Malteser Krankenhaus Seliger Gerhard,71.5,Bonn,2020
Germany,141,Klinikum Bremen-Mitte,71.3,Bremen,2020
Germany,142,Evangelisches Waldkrankenhaus Spandau,71.2,Berlin,2020
Germany,143,Krankenhaus Spremberg,71.2,Spremberg,2020
Germany,144,Vivantes Klinikum Neukölln,70.9,Berlin,2020
Germany,145,Franziskus Hospital Bielefeld,70.9,Bielefeld,2020
Germany,146,Vivantes Klinikum Am Urban,70.9,Berlin,2020
Germany,147,Juraklinik Scheßlitz,70.2,Scheßlitz,2020
Germany,148,Klinikum Wolfsburg,70.1,Wolfsburg,2020
Switzerland,1,Universitätsspital Zürich,91.9,Zurich,2020
Switzerland,2,Centre Hospitalier Universitaire Vaudois,89.8,Lausanne,2020
Switzerland,3,Les Hôpitaux Universitaires de Genève (HUG) - Cluse-Roseraie,89.4,Geneva,2020
Switzerland,4,Universitätsspital Basel,88.4,Basel,2020
Switzerland,5,Inselspital Bern,88.3,Bern,2020
Switzerland,6,Klinik Hirslanden Zürich,87.6,Zurich,2020
Switzerland,7,Luzerner Kantonsspital,85.9,Lucerne,2020
Switzerland,8,Claraspital,83.9,Basel,2020
Switzerland,9,Lindenhofspital Bern,83,Bern,2020
Switzerland,10,Stadtspital Triemli,82.6,Zurich,2020
Switzerland,11,Kantonsspital Aarau,82.5,Aarau,2020
Switzerland,12,Zuger Kantonsspital,82.1,Baar,2020
Switzerland,13,Clinique Générale-Beaulieu,82,Geneva,2020
Switzerland,14,Kantonsspital St. Gallen,81.9,St. Gallen,2020
Switzerland,15,Hirslanden Klinik Aarau,81.4,Aarau,2020
Switzerland,16,Clinique de La Source,81.1,Lausanne,2020
Switzerland,17,Kantonsspital Winterthur,80.8,Winterthur,2020
Switzerland,18,Hirslanden Klinik St. Anna,80.3,Lucerne,2020
Switzerland,19,Kantonsspital Baden,80,Baden,2020
Switzerland,20,Bethesda Spital,79.4,Basel,2020
Switzerland,21,HFR - Hôpital fribourgeois,79.1,Fribourg,2020
Switzerland,22,Spital Zollikerberg,78.9,Zollikerberg,2020
Switzerland,23,Kantonsspital Frauenfeld,78.6,Frauenfeld,2020
Switzerland,24,Spital Interlaken,78.5,Unterseen,2020
Switzerland,25,Spitalzentrum Oberwallis (SZO),78.3,Brig,2020
USA,1,Mayo Clinic - Rochester,97.3,"Rochester, MN",2020
USA,2,Cleveland Clinic,93.7,"Cleveland, OH",2020
USA,3,Massachusetts General Hospital,93.3,"Boston, MA",2020
USA,4,The Johns Hopkins Hospital,92.5,"Baltimore, MD",2020
USA,5,University of Michigan Hospitals - Michigan Medicine,86.5,"Ann Arbor, MI",2020
USA,6,Brigham And Women's Hospital,86.2,"Boston, MA",2020
USA,7,UCSF Medical Center,85.3,"San Francisco, CA",2020
USA,8,Stanford Health Care - Stanford Hospital,85.3,"Stanford, CA",2020
USA,9,New York-Presbyterian Hospital-Columbia and Cornell,84.7,"New York, NY",2020
USA,10,Hospital of the University of Pennsylvania - Penn Presbyterian,84.5,"Philadelphia, PA",2020
USA,11,Ronald Reagan UCLA Medical Center,84.5,"Los Angeles, CA",2020
USA,12,University of Colorado Hospital,83.3,"Aurora, CO",2020
USA,13,Cedars-Sinai Medical Center,83.1,"Los Angeles, CA",2020
USA,14,The Mount Sinai Hospital,82.6,"New York, NY",2020
USA,15,Mayo Clinic - Phoenix,82.4,"Phoenix, AZ",2020
USA,16,Duke University Hospital,82.3,"Durham, NC",2020
USA,17,NYU Langone Hospitals,82.3,"New York, NY",2020
USA,18,Northwestern Memorial Hospital,82.3,"Chicago, IL",2020
USA,19,University of Wisconsin Hospitals,82.2,"Madison, WI",2020
USA,20,UCLA Medical Center - Santa Monica,82.2,"Santa Monica, CA",2020
USA,21,University of Washington Medical Center,82,"Seattle, WA",2020
USA,22,Emory University Hospital,81.8,"Atlanta, GA",2020
USA,23,University Hospitals Cleveland Medical Center,81.7,"Cleveland, OH",2020
USA,24,Rush University Medical Center,81.6,"Chicago, IL",2020
USA,25,Houston Methodist Hospital,81.4,"Houston, TX",2020
USA,26,Barnes-Jewish Hospital,81.3,"Saint Louis, MO",2020
USA,27,Vanderbilt University Medical Center,80.9,"Nashville, TN",2020
USA,28,Scripps Memorial Hospital La Jolla,80.8,"La Jolla, CA",2020
USA,29,OHSU Hospital,80.6,"Portland, OR",2020
USA,30,Mayo Clinic - Jacksonville,80.6,"Jacksonville, FL",2020
USA,31,University of Kansas Hospital,80.3,"Kansas City, KS",2020
USA,32,Keck Hospital of USC,80.2,"Los Angeles, CA",2020
USA,33,UPMC Presbyterian & Shadyside,80.1,"Pittsburgh, PA",2020
USA,34,Cleveland Clinic Fairview Hospital,80,"Cleveland, OH",2020
USA,35,UT Southwestern Medical Center,80,"Dallas, TX",2020
USA,36,Mercy Hospital St. Louis,79.8,"Saint Louis, MO",2020
USA,37,Yale New Haven Hospital,79.7,"New Haven, CT",2020
USA,38,Morristown Medical Center,79.7,"Morristown, NJ",2020
USA,39,Ohio State University - Wexner Medical Center,79.7,"Columbus, OH",2020
USA,40,Beth Israel Deaconess Medical Center,79.6,"Boston, MA",2020
USA,41,Jefferson Health - Thomas Jefferson University Hospitals,79.4,"Philadelphia, PA",2020
USA,42,St. Cloud Hospital,79.3,"Saint Cloud, MN",2020
USA,43,University of California - Davis Medical Center,79.2,"Sacramento, CA",2020
USA,44,University of Chicago Medical Center,79.2,"Chicago, IL",2020
USA,45,Advocate Good Samaritan Hospital,78.9,"Downers Grove, IL",2020
USA,46,University of North Carolina Hospitals,78.9,"Chapel Hill, NC",2020
USA,47,UC San Diego Health - Jacobs Medical Center,78.8,"San Diego, CA",2020
USA,48,Torrance Memorial Medical Center,78.3,"Torrance, CA",2020
USA,49,University of Utah Hospital,78.2,"Salt Lake City, UT",2020
USA,50,Baylor University Medical Center,78.1,"Dallas, TX",2020
USA,51,Virginia Mason Medical Center,78,"Seattle, WA",2020
USA,52,Tufts Medical Center,78,"Boston, MA",2020
USA,53,UAB Hospital,77.9,"Birmingham, AL",2020
USA,54,Nebraska Medicine - Nebraska Medical Center,77.4,"Omaha, NE",2020
USA,55,Hackensack University Medical Center,77.3,"Hackensack, NJ",2020
USA,56,Baylor St. Luke's Medical Center,77.2,"Houston, TX",2020
USA,57,Dartmouth-Hitchcock Medical Center,77.1,"Lebanon, NH",2020
USA,58,St. Joseph Mercy Chelsea,77.1,"Chelsea, MI",2020
USA,59,Aurora St. Luke's Medical Center,77,"Milwaukee, WI",2020
USA,60,Penn Medicine Chester County Hospital,77,"West Chester, PA",2020
USA,61,University of Minnesota Medical Center,76.9,"Minneapolis, MN",2020
USA,62,University of Virginia Medical Center,76.8,"Charlottesville, VA",2020
USA,63,Swedish Medical Center,76.8,"Seattle, WA",2020
USA,64,Penn State Health - Milton S. Hershey Medical Center,76.7,"Hershey, PA",2020
USA,65,Froedtert Hospital and the Medical College of Wisconsin,76.5,"Milwaukee, WI",2020
USA,66,Cleveland Clinic - Florida,76.4,"Weston, FL",2020
USA,67,Inova Fairfax Hospital,76.4,"Falls Church, VA",2020
USA,68,Indiana University Health West Hospital,76.3,"Avon, IN",2020
USA,69,Sharp Memorial Hospital,76.2,"San Diego, CA",2020
USA,70,Hoag Memorial Hospital Presbyterian,76.1,"Newport Beach, CA",2020
USA,71,Newton-Wellesley Hospital,75.9,"Newton, MA",2020
USA,72,Loyola University Medical Center,75.8,"Maywood, IL",2020
USA,73,Miami Valley Hospital,75.7,"Dayton, OH",2020
USA,74,St. Luke's Regional Medical Center,75.6,"Boise, ID",2020
USA,75,Christ Hospital,75.6,"Cincinnati, OH",2020
USA,76,Northwestern Medicine Central DuPage Hospital,75.5,"Winfield, IL",2020
USA,77,University of Iowa Hospitals and Clinics,75.4,"Iowa City, IA",2020
USA,78,Memorial Hermann-Texas Medical Center,75.3,"Houston, TX",2020
USA,79,Johns Hopkins Bayview Medical Center,75.3,"Baltimore, MD",2020
USA,80,Intermountain Medical Center,75.2,"Murray, UT",2020
USA,81,Beaumont Hospital,75.2,"Royal Oak, MI",2020
USA,82,MUSC Health-University Medical Center,75.1,"Charleston, SC",2020
USA,83,University of Maryland Medical Center,75,"Baltimore, MD",2020
USA,84,Indiana University Health Medical Center,74.9,"Indianapolis, IN",2020
USA,85,Inova Alexandria Hospital,74.9,"Alexandria, VA",2020
USA,86,Advocate Lutheran General Hospital,74.8,"Park Ridge, IL",2020
USA,87,Indiana University Health - North Hospital,74.8,"Carmel, IN",2020
USA,88,Maine Medical Center,74.5,"Portland, ME",2020
USA,89,Umass Memorial Medical Center,74.5,"Worcester, MA",2020
USA,90,El Camino Hospital,74.4,"Mountain View, CA",2020
USA,91,Reading Hospital,74.4,"Reading, PA",2020
USA,92,ChristianaCare,74.3,"Newark, DE",2020
USA,93,Emory Saint Joseph's Hospital,74.3,"Atlanta, GA",2020
USA,94,MemorialCare Long Beach Medical Center,74.3,"Long Beach, CA",2020
USA,95,Medical City Dallas Hospital,74.3,"Dallas, TX",2020
USA,96,Huntington Memorial Hospital,74.2,"Pasadena, CA",2020
USA,97,Baystate Medical Center,74.1,"Springfield, MA",2020
USA,98,University of Cincinnati Medical Center,74.1,"Cincinnati, OH",2020
USA,99,UNC REX Hospital,74.1,"Raleigh, NC",2020
USA,100,St. Luke's Hospital of Kansas City,74.1,"Kansas City, MO",2020
USA,101,Sanford USD Medical Center,74,"Sioux Falls, SD",2020
USA,102,Holland Hospital,74,"Holland, MI",2020
USA,103,Mission Hospital,73.9,"Mission Viejo, CA",2020
USA,104,Memorial Hermann - Memorial City Medical Center,73.9,"Houston, TX",2020
USA,105,UnityPoint Health - Meriter,73.9,"Madison, WI",2020
USA,106,VCU Medical Center,73.9,"Richmond, VA",2020
USA,107,Queen's Medical Center,73.7,"Honolulu, HI",2020
USA,108,Cleveland Clinic Akron General,73.7,"Akron, OH",2020
USA,109,Kaiser Permanente Woodland Hills Medical Center,73.6,"Woodland Hills, CA",2020
USA,110,St Luke's Hospital Bethlehem,73.5,"Bethlehem, PA",2020
USA,111,The Moses H. Cone Memorial Hospital,73.4,"Greensboro, NC",2020
USA,112,UC Irvine Medical Center,73.2,"Orange, CA",2020
USA,113,John Muir Health - Walnut Creek Medical Center,73.2,"Walnut Creek, CA",2020
USA,114,St. Francis Hospital & Medical Center,73.2,"Hartford, CT",2020
USA,115,Providence Portland Medical Center,73,"Portland, OR",2020
USA,116,University of Kentucky - Albert B. Chandler Hospital,73,"Lexington, KY",2020
USA,117,Lankenau Medical Center,73,"Wynnewood, PA",2020
USA,118,Kaiser Permanente Santa Clara Medical Center,72.9,"Santa Clara, CA",2020
USA,119,Beaumont Hospital,72.8,"Troy, MI",2020
USA,120,Providence St Vincent Medical Center,72.8,"Portland, OR",2020
USA,121,Carolina East Medical Center,72.7,"New Bern, NC",2020
USA,122,Bon Secours St. Francis Hospital,72.7,"Charleston, SC",2020
USA,123,Parker Adventist Hospital,72.7,"Parker, CO",2020
USA,124,Carolinas Medical Center,72.6,"Charlotte, NC",2020
USA,125,Mayo Clinic - Health System In Eau Claire,72.5,"Eau Claire, WI",2020
USA,126,Palomar Medical Center,72.4,"Escondido, CA",2020
USA,127,Henry Ford Hospital,72.4,"Detroit, MI",2020
USA,128,Lahey Hospital and Medical Center,72.4,"Burlington, MA",2020
USA,129,Roper Hospital,72.4,"Charleston, SC",2020
USA,130,Mission Hospital,72.3,"Asheville, NC",2020
USA,131,Sparrow Hospital,71.9,"Lansing, MI",2020
USA,132,UnityPoint Health - St. Luke's Hospital,71.9,"Cedar Rapids, IA",2020
USA,133,Regions Hospital,71.9,"Saint Paul, MN",2020
USA,134,Boone Hospital Center,71.9,"Columbia, MO",2020
USA,135,Santa Barbara Cottage Hospital,71.8,"Santa Barbara, CA",2020
USA,136,Sentara Williamsburg Regional Medical Center,71.8,"Williamsburg, VA",2020
USA,137,Porter Adventist Hospital,71.7,"Denver, CO",2020
USA,137,Fairview Southdale Hospital,71.6,"Edina, MN",2020
USA,139,Aurora Baycare Medical Center,71.6,"Green Bay, WI",2020
USA,140,Baylor Scott & White Medical Center,71.6,"Temple, TX",2020
USA,141,Tampa General Hospital,71.5,"Tampa, FL",2020
USA,142,Duke Regional Hospital,71.5,"Durham, NC",2020
USA,143,St. Joseph's Hospital - BayCare,71.5,"Tampa, FL",2020
USA,144,Anne Arundel Medical Center,71.5,"Annapolis, MD",2020
USA,145,Saint Francis Hospital,71.4,"Tulsa, OK",2020
USA,146,ProMedica Toledo Hospital,71.4,"Toledo, OH",2020
USA,147,North Shore University Hospital,71.4,"Manhasset, NY",2020
USA,148,Harborview Medical Center,71.3,"Seattle, WA",2020
USA,149,Legacy Salmon Creek Medical Center,71.3,"Vancouver, WA",2020
USA,150,Silver Cross Hospital,71.2,"New Lenox, IL",2020
USA,151,MedStar Georgetown University Hospital,71.2,"Washington, DC",2020
USA,152,Beaumont Hospital,71.1,"Grosse Pointe, MI",2020
USA,153,EvergreenHealth Medical Center,71.1,"Kirkland, WA",2020
USA,154,St. Francis Downtown,71,"Greenville, SC",2020
USA,155,Valley Hospital,71,"Ridgewood, NJ",2020
USA,156,Utah Valley Hospital,71,"Provo, UT",2020
